id,y,feature_1646,feature_3311,feature_823,feature_2622,feature_2571,feature_1790,feature_3254,feature_1044,feature_1618,feature_988,feature_527,feature_654,feature_1074,feature_1275,feature_110,feature_1627,feature_3206,feature_2105,feature_1837,feature_2019,feature_1544,feature_1613,feature_1629,feature_616,feature_1574,feature_3248,feature_1715,feature_1639,feature_792,feature_2758,feature_1538,feature_1572,feature_632,feature_1464,feature_1898,feature_1029,feature_1471,feature_720,feature_257,feature_1682,feature_1683,feature_1638,feature_1674,feature_1175,feature_3788,feature_244,feature_1232,feature_3806,feature_1995,feature_1577,feature_613,feature_2099,feature_3750,feature_3801,feature_2644,feature_1375,feature_2133,feature_666,feature_750,feature_317,feature_1615
1766,1,0.1084768,-0.14265485,0.032898024,-0.6742587,0.040849555,0.024682837,-0.000776514,0.14548418,0.027670536,0.49812207,-0.06915334,0.06655929,-0.006057495,-0.02398884,0.013603533,0.039916504,-0.024781788,-0.36543244,-0.07219731,0.06685995,-0.010546642,0.06414397,-0.02107015,0.06157703,0.031601787,0.060330164,0.04954707,0.009346525,0.11334474,-0.01465956,0.012948243,0.11280288,-0.13606535,0.37632295,0.0948877,0.092154786,0.048737314,-0.08755795,0.32820246,0.040069297,0.04232808,-0.008123992,0.09824705,0.07977553,-0.016804453,-0.19655669,0.10820013,0.013618562,-0.04298006,-0.024097998,0.07811354,-0.006945122,-0.040332835,0.049717136,-0.057991426,0.4396417,-0.003368801,0.061495084,0.029096397,0.42894167,-0.05089276
1107,4,-0.31154275,-0.051974356,0.17659119,-0.65892875,0.19210106,0.2404426,0.07436698,-0.09312486,0.11566958,0.45277345,0.2271035,0.247829,0.07818553,0.11937061,0.36705643,-0.12500007,-0.056773875,-0.08820546,0.27607074,-0.14731617,0.057188418,0.2935383,-0.09002355,0.036942802,-0.036415517,-0.07313537,-0.08047822,0.12001299,0.55554146,-0.09231406,0.030830413,0.06500479,-0.054874055,-0.28312758,0.13398118,0.55062294,-0.15594113,-0.20101702,0.45721146,0.091892265,-0.100066364,0.061240707,0.187979,0.3504989,0.048784506,-0.050565433,0.12787426,0.12376911,0.14595047,-0.14314821,-0.04948737,-0.17215839,0.008645566,-0.020688368,2.78E-05,-0.032682773,0.074179836,0.23384915,0.14102077,0.06694195,0.11241911
2004,6,-0.12352648,0.06748803,-0.17815085,-0.7482758,0.012353012,0.009864778,0.09085919,0.11230829,0.078787416,0.29057518,-0.0612875,-0.41685915,0.028739115,0.049845207,0.02210616,0.030329442,-0.03897505,-0.41572165,0.022260893,-0.00656728,-0.18501993,0.05902617,-0.10000402,-0.12206755,0.06273168,0.020265572,-0.009517695,0.11037128,0.03151358,-0.042898495,-0.027364098,-0.017088735,-0.399611,0.35987645,0.41265833,0.075124875,0.06590811,0.17927657,0.30952868,0.10305627,0.102041066,0.022470592,-0.015094154,-0.10271359,-0.04787684,-0.11285321,-0.072178945,0.021890892,-0.11022138,0.010413113,0.17499731,0.016563442,-0.013510813,0.018197555,1.25E-05,0.23690219,0.009774894,0.1774381,0.19245799,0.275742,0.001896696
2448,4,-0.1913805,0.16096488,-0.44666123,-0.48120672,0.10610771,0.08176232,0.007353001,0.14437893,-0.07684397,0.48546425,-0.15930466,-0.32723293,0.019293625,0.013202734,-0.003509936,0.027309906,0.017078757,-0.110437356,-0.10397144,-0.16898452,-0.24650456,-0.17184997,-0.1095209,-0.049038567,-0.019780034,-0.1730479,-0.06170103,0.12763698,0.5392618,-0.093747385,0.15395062,0.111318775,-0.11471663,0.19356894,0.31839308,0.515537,0.110776976,0.19873978,0.37427172,0.044390693,-0.01168395,-0.08704528,0.11545273,0.25306293,-0.1654245,0.7562202,0.13683692,-0.09936374,0.49658248,-0.03806638,0.16009925,0.001282535,-0.04595166,0.04735248,-0.05279797,-0.33463556,0.025812892,0.1217083,0.1698713,0.31290954,-0.060250122
1467,2,0.089139186,0.02503529,-0.07970137,-0.6648662,0.04063094,-0.031880833,0.01591272,0.075809926,0.09340737,0.34842372,0.047750693,0.19535932,-0.09292494,0.06633533,0.1314361,0.04666287,-0.12449167,-0.41127837,-0.09326919,-0.05043076,-0.02964209,0.08740224,-0.076518044,-0.060776222,0.015473896,0.14206502,0.06757408,0.0923623,0.1385408,-0.025169052,0.031055005,0.061005775,-0.17058015,0.37138236,0.07683508,0.10780107,0.11148198,-0.22046225,0.43673643,0.13746566,0.045571666,0.004516571,0.10792906,0.04426722,-0.060087062,-0.15754576,0.22202274,0.04218249,0.05127697,-0.03224269,0.15500191,0.03471731,-0.051441126,0.10891804,0.002508819,0.20514022,-0.02693201,0.0824084,0.04669211,0.20844935,0.022073178
926,0,0.012212185,0.109425366,-0.13739581,-0.5596147,0.03944284,-0.003994736,-0.0785455,-0.20525067,0.1063792,0.6081593,0.2699376,-0.435928,0.29161093,0.14221658,0.2896365,-0.10034277,0.06240615,0.18694083,0.11106359,-0.12386892,-0.092684954,0.14584723,-0.009137792,0.24236952,-0.047337085,-0.18049614,-0.067913204,-0.101519,0.562284,-0.031257015,0.036134668,0.22045715,-0.114835285,0.04254633,0.23844458,-0.07191035,0.09171111,0.06414715,0.23011114,0.13426206,-0.03373794,0.22947325,0.08496461,0.11790382,0.038876817,0.3382649,-0.11465915,0.004916358,0.7008167,-0.13840482,0.16011669,0.09648459,0.022524593,0.055817045,-0.109453045,0.025264846,0.31557024,-0.090440355,0.02139732,0.3936241,0.089242175
900,1,0.17064916,0.08244894,-0.1222411,-0.60487664,0.03700942,0.042904675,-0.05854071,-0.27883852,0.11138364,0.41714236,0.21183813,-0.12364036,0.2905674,0.11049873,0.34387243,-0.13075548,0.00135379,0.1264539,0.08907195,-0.14300366,0.089384325,0.17578332,0.021987407,0.18608311,-0.039763324,-0.09963277,-0.052480236,0.08500238,0.46507588,-0.04355939,0.12762472,0.08254641,-0.15564895,0.006742244,0.20368622,-0.16964905,0.00964633,0.106524855,0.3330426,0.0966535,-0.047560457,0.13689493,0.04627645,0.08498914,0.073060565,0.2689898,-0.14629571,-0.029493045,0.6157151,-0.13458763,0.1450421,0.026332205,0.024609212,0.105421595,-0.08386589,0.04839968,0.15258543,-0.08811256,0.08094076,0.2262169,0.03826391
1755,1,-0.08174528,-0.059566196,-0.18420671,-0.7430963,0.018389555,0.035291005,0.017526947,0.11334164,0.09142419,0.21850634,-0.030936811,-0.3642454,-0.08822656,0.018316189,0.2243223,0.06294983,-0.046084814,-0.24623914,0.10849622,0.001482797,0.015952468,0.0746288,-0.025144918,0.095411785,0.05064784,-0.007550234,-0.015602637,0.09794488,0.31943312,-0.000172928,0.003353748,0.005840956,-0.2569083,0.4070763,0.25806567,0.15602584,0.096519515,0.123687245,0.3278114,0.021918135,0.0474194,0.04419009,0.041560166,0.08928052,0.007368598,0.21557958,0.011714363,-0.024248429,0.23197493,0.030809714,-0.0176348,-0.08333767,-0.03777737,0.004657466,0.001509891,0.3768235,0.09781568,0.14917639,0.13099766,0.15550241,-0.007568996
2279,4,-0.1727231,0.002422659,-0.100426584,-0.46064627,0.14625551,0.10896986,-1.56E-05,-0.18792062,-0.005071745,0.2912459,0.11571106,-0.065287806,0.2576095,-0.11057947,0.24813972,-0.09205519,-0.019261708,-0.056577433,0.3001464,-0.44197387,-0.23321663,-0.011865051,-0.108008154,0.11653943,-0.1023705,-0.04583741,-0.059133273,0.02844533,0.47905898,8.56E-05,0.2107177,0.13305925,-0.18428169,-0.19844913,0.23515782,0.32635626,-0.032599382,0.21998212,0.43089303,0.024885211,-0.0711625,0.000343352,0.033111673,0.22974625,-0.039218646,0.16040179,-0.16994435,-0.08964484,0.41958743,-0.07025573,0.13888702,-0.057193406,-0.005197602,0.09750586,-0.09485025,-0.22440739,0.21861601,0.06446643,0.11489637,0.18601026,0.028841637
1409,4,-0.14434,-0.20162578,0.0773909,-0.7099464,0.027114209,-0.023985498,-0.004194793,0.19094141,0.039873406,0.49090657,0.08286678,0.09049621,-0.1498757,-0.000478312,-0.007868499,-0.027940147,-0.052579667,-0.3584566,0.090697855,-0.057827298,0.035729855,-0.017720498,-0.014264449,-0.1112533,-0.07298773,0.108133405,-0.016582975,0.06787586,0.008617222,-0.01106499,0.05549025,0.02737672,-0.06898066,0.39119497,0.10568518,0.26377937,0.031401258,0.037761007,0.30289155,0.024543343,-2.52E-05,-0.03209434,0.036962397,0.114888124,-0.035851765,-0.15678886,0.045922212,0.001816128,0.002032743,0.07335572,0.15879838,-0.045931764,-0.0822372,0.009377059,0.0323512,0.35213315,0.098229304,-0.10527583,0.034572292,0.31946185,-0.03048641
1273,1,0.07476211,-0.036125332,-0.041492566,-0.79579437,0.09876298,-0.01944779,0.017594555,0.00089859,0.034164008,0.46945205,-0.083731,0.04620105,-0.064331055,0.002159234,0.18035446,-0.001335463,-0.044891827,-0.4121109,-0.06680605,0.031456605,-0.001786088,0.032148365,-0.10226101,0.0419376,0.03197077,0.016636299,0.09088946,0.17785524,0.04609143,0.011822506,0.07993316,-0.004276467,-0.08010753,0.3374879,0.07079764,0.03752072,0.10280559,0.09504622,0.4648694,0.055584077,0.06051409,0.008192312,0.13041131,0.07828142,-0.039538592,-0.15787202,0.12257247,0.03176428,-0.014499416,-0.07229553,0.06554298,0.005075437,0.017885666,0.0591397,-0.003144274,0.3887471,0.059026387,0.08940889,0.04024406,0.16727807,-0.06205838
328,3,-0.011338348,0.41307265,-0.17331228,-0.651654,-0.016810764,-0.01929856,0.00232863,-0.12199687,-0.017282145,0.42585087,0.10267049,-0.1555058,0.21092921,0.085905485,0.19559167,0.049086582,0.06837561,0.08725081,-0.17654929,-0.20068939,-0.112136796,0.17153592,-0.025018197,0.16177434,0.050934814,-0.31757718,-0.1359694,0.01886969,0.5058139,-0.13994527,0.11722645,0.20113884,-0.014021266,0.040121444,0.35406873,-0.019590782,0.09555184,0.19430488,0.2730559,0.08417457,0.055352774,0.12170052,0.23312917,0.07626481,0.04019198,0.4382323,-0.1807444,0.039435603,0.6845899,-0.09020698,0.15945433,0.1093875,0.053565644,0.024337824,-0.06966688,-0.22489858,0.25932977,-0.0733094,0.06699829,0.26362598,0.087935664
2145,3,-0.110763185,-0.20434132,0.2413162,-0.31580898,0.03375912,-0.024684342,-0.05606108,0.13572988,0.12849051,0.39619243,0.066179894,0.13649927,-0.07245739,-0.059637945,-0.01814366,-0.0367519,0.0024809,-0.113374114,0.009829593,-0.024314376,-0.04360221,-0.058973547,-0.007940918,-0.10106943,-0.087578945,0.13038138,-0.043844078,0.14251521,0.025861967,-0.006763284,0.05661219,0.023578862,-0.23597148,0.39793247,0.056572866,0.25714824,0.06448995,0.22050582,0.22301093,0.053000025,-0.05483024,0.033337213,-0.008383472,0.11467013,-0.03543803,-0.4291193,0.123199,-0.067036495,-0.12512974,-0.015024111,0.16152743,-0.038477108,-0.110366255,0.044775743,0.036940727,0.39846957,0.106879674,-0.036959227,-0.08430508,0.59105724,-0.12134677
524,0,0.033031687,-0.2201346,0.09748166,-0.71174586,-0.09918091,-0.0664604,0.021953572,0.10335244,0.07923656,0.5056938,-0.099492155,-0.24924305,-0.082597926,0.015389537,0.01066385,0.031163754,-0.114325896,-0.38096818,0.060197856,0.037267014,-0.029250134,0.038492203,0.05191092,-0.236216,0.058488082,0.06416852,-0.07706086,0.058635328,0.058769487,0.021013537,0.011582655,0.058497865,-0.2892738,0.38197595,0.1386737,0.11224229,0.037285626,0.1951367,0.23504792,0.121605895,0.02905134,0.00894922,0.0984708,0.03023971,-0.016202642,-0.22855778,0.110520735,-0.020456694,-0.14823146,0.0332059,0.1784455,-0.07010076,-0.052961115,-0.015784634,0.025324421,0.3789791,-0.002684013,0.072030745,0.20038176,0.50063056,-0.055896617
645,4,-0.052790284,-0.086858824,-0.11308909,-0.23315585,0.09208729,0.09621461,-0.1387588,-0.114692695,-0.00044782,0.42593664,0.002148114,0.013156273,0.28523448,-0.108496875,0.19947395,-0.11976714,0.05649816,-0.19985034,0.3134678,-0.40164903,-0.08917299,0.055788413,-0.06523285,0.18546158,0.002319728,0.11710952,-0.00691353,-0.046378024,0.34698558,0.000218119,0.09247389,0.15792388,-0.19693758,-0.012663784,0.10581525,0.20928842,0.051019896,0.18818909,0.19750533,0.036322918,-0.03782343,0.03826438,-0.08594244,0.047715865,0.003804516,0.052767698,-0.04179883,-0.013461511,0.48923075,-0.14107098,0.082062796,-0.001092935,-0.039808705,-0.09018377,-0.036274478,0.19126345,0.08344456,-0.05371331,0.134629,0.3309112,-0.052832954
1623,1,-0.10200021,-0.16308974,-0.043751623,-0.7313674,0.04230045,0.006819194,-0.012953971,0.07204134,0.024440637,0.34096718,-0.05748712,-0.26557177,-0.13054691,0.01223805,0.20279996,0.011301392,-0.09571587,-0.36666062,0.14721708,-0.0667165,0.052736968,0.009794893,-0.021758785,0.01608334,-0.02019736,0.11531418,-0.034886707,0.055348348,0.003340101,0.011099739,-0.005805917,0.0243109,-0.18461491,0.4070302,0.21922016,0.102950916,0.10108484,-0.10279227,0.29978523,0.04445928,0.1010813,0.0741991,0.053375054,0.04974106,0.01656208,-0.29374564,0.03488896,0.002556495,-0.000454687,0.11305457,0.0970588,-0.003160306,-0.057511248,0.037838954,0.026221719,0.35240328,0.02772265,0.15462509,-0.049526308,0.19839594,0.013051869
301,2,-0.03228029,-0.005623135,-0.12718631,-0.45916447,-0.01939944,-0.015585096,-0.034881353,0.13753736,-0.008213425,0.5066845,0.049472064,-0.12767924,0.050725732,-0.11353364,-0.20490573,0.048107047,0.08302684,-0.24110144,0.15408848,-0.3797856,-0.16322327,0.03660216,-0.15854,0.054118592,-0.038910612,0.059031025,-0.018636815,0.24900793,0.4596727,-0.04931286,0.06034676,0.048537914,0.028078867,-0.115770854,0.17885767,0.4373132,0.14388953,0.14510423,0.157053,0.12662645,0.004488324,0.03333538,-0.04508525,-0.10015701,-0.11419888,0.36552754,0.30913803,0.01257888,0.25026923,0.035615925,0.011702294,-0.00769347,0.017651957,0.020866528,-0.02849436,-0.1160947,0.19575953,0.2618096,0.08960079,0.25414622,0.030304
169,5,-0.092729054,0.009895247,-0.10982877,-0.471107,0.05836926,0.06847926,-0.06759233,-0.04431611,0.06596982,0.47214523,0.051377766,-0.22078577,0.09347316,0.09765017,0.22943796,0.004134245,0.027676366,0.190389,0.25207564,-0.08544925,-0.058298614,0.004137068,-0.004553003,-0.003276969,0.08763361,-0.019970186,-0.017993227,0.04244041,0.4155602,-0.028527256,-0.03204793,0.046748757,-0.15048696,0.20377423,0.24929559,0.2511735,0.06942461,0.020928739,0.30461216,0.085872345,-0.004580535,0.07712056,0.023170397,0.06633785,0.057550047,0.21383023,-0.013783152,0.026312111,0.18782784,-0.006513183,-0.009837793,0.061939333,-0.050317522,0.002812758,-0.13166982,0.087028705,0.1913709,0.013800385,0.16923855,0.2106094,0.021120362
1372,4,-0.124507904,-0.06637459,-0.13198239,-0.350618,0.088994585,0.03904684,0.050033774,0.030747162,-0.077130266,0.45613188,0.03491028,-0.029956758,0.32191136,-0.11663937,0.07731744,-0.026464963,-0.06103259,-0.16557947,0.33167174,-0.42440858,-0.20701893,-0.06060077,-0.084013745,0.1656381,-0.066583216,0.058997303,-0.08442519,-0.0807073,0.30173272,0.04608511,0.17017478,0.2108452,-0.16318269,0.10184988,0.15275666,0.31906003,0.16735642,0.28359306,0.11185459,0.04200717,-0.048407223,0.10753164,0.001670035,0.004754034,0.03863021,0.062409133,-0.097032174,-0.050924264,0.28821665,-0.05083415,0.17195748,0.03262987,-0.04085377,0.076420285,-0.06146867,0.034329183,0.23910362,-0.147463,0.10875724,0.37845182,-0.052973952
783,2,-0.023049893,-0.142447,0.03933465,-0.21118483,0.120825864,0.09254581,-0.1146379,0.079743415,0.001121214,0.5043764,-0.1222043,0.26000956,0.16454601,-0.096928515,0.026001751,-0.06727851,0.006175757,-0.17464125,0.18964775,-0.036604565,-0.13825563,-0.05964079,-0.043485954,0.12531841,0.08639836,0.14484362,-0.099244155,-0.18086645,0.13346237,0.03409034,0.09351139,0.13039742,-0.21882455,0.45058525,0.20800936,0.22146066,0.0541645,0.13617961,0.103577174,0.062774606,-0.038231954,0.14407875,0.005014429,0.061208762,-0.036696713,-0.035247147,-0.02771096,-0.05841377,0.36887887,-0.17027223,0.003075294,0.09829284,-0.07510439,-0.02602684,-0.068346895,0.44752854,-0.018786319,-0.15189248,0.017748855,0.54111516,0.010382312
1691,1,-0.106808715,-0.016330376,-0.1456175,-0.18681465,0.052983012,0.110743076,-0.09266431,0.0181046,0.07093084,0.485791,0.13611647,-0.039414257,0.10009685,0.02629337,0.28489178,0.07736583,0.046551008,0.051233757,0.061124593,-0.17078765,-0.1255197,0.15068892,-0.071469665,0.02117751,-0.01668923,0.032720227,0.015243073,0.18021174,0.45757943,-0.03342817,0.15071501,-0.01892572,-0.09687551,-0.109000616,0.25881258,0.37086937,-0.046740867,0.21350938,0.33274427,0.051137928,-0.012332235,0.0345205,0.055789392,0.11604632,-0.13879345,0.101505235,0.15549195,-0.06235182,0.21774884,-0.07812171,0.10706365,-0.022029657,-0.0725435,-0.021522598,-0.0789991,-0.11997819,0.20023793,0.15086289,0.20739597,0.11540051,-0.03629264
124,2,0.017472954,-0.032918368,-0.010892358,-0.7332753,-0.04608198,-0.02670089,0.03277884,0.09911467,0.11501777,0.40486988,-0.07950923,-0.21033873,-0.09317831,0.012185878,0.034561638,0.06772858,-0.032195933,-0.27186817,0.07761725,0.10484542,-0.10002082,0.05776123,-0.017199157,-0.17202504,0.04056887,-0.003174559,-0.06976713,0.085759506,0.2230284,-0.051339664,0.04439325,0.05830659,-0.30109283,0.309287,0.23334055,0.12070372,-0.035765167,0.25764856,0.44310853,0.09967749,0.045420233,0.008889024,0.103403255,0.028772496,0.027922396,-0.007564377,0.0756155,-0.040429007,0.09017159,0.062525734,0.14420581,-0.12157519,-0.041987423,0.048623763,0.003598155,0.39201543,0.03803857,0.10704829,0.22299777,0.3286435,-0.09155483
160,4,-0.4165976,-0.04162308,0.09090992,-0.6725589,0.24906033,0.24451162,0.1026989,-0.23763774,0.1312671,0.41918525,0.2344625,0.2613441,0.064611584,0.12526004,0.41232052,-0.13825561,-0.015915247,-0.1393273,0.25648773,-0.22639169,-0.01019498,0.4074937,-0.0766129,0.107477665,-0.09209545,-0.13082378,-0.079239994,0.16798817,0.5785099,-0.11499967,0.06313825,0.06747837,-0.00829115,-0.3725863,0.17731163,0.56244266,-0.21926565,-0.0786263,0.46416968,0.09032126,-0.08906015,0.13165355,0.11282285,0.42731124,0.067605786,0.018182341,0.03304916,0.14866878,0.0808468,-0.12203152,-0.045406904,-0.11409784,0.020396465,0.01031509,0.043030832,-0.1490288,0.03489931,0.23920903,0.11441126,0.041239463,0.13858859
