id,y,feature_1646,feature_3311,feature_823,feature_2622,feature_2571,feature_1790,feature_3254,feature_1044,feature_1618,feature_988,feature_527,feature_654,feature_1074,feature_1275,feature_110,feature_1627,feature_3206,feature_2105,feature_1837,feature_2019,feature_1544,feature_1613,feature_1629,feature_616,feature_1574,feature_3248,feature_1715,feature_1639,feature_792,feature_2758,feature_1538,feature_1572,feature_632,feature_1464,feature_1898,feature_1029,feature_1471,feature_720,feature_257,feature_1682,feature_1683,feature_1638,feature_1674,feature_1175,feature_3788,feature_244,feature_1232,feature_3806,feature_1995,feature_1577,feature_613,feature_2099,feature_3750,feature_3801,feature_2644,feature_1375,feature_2133,feature_666,feature_750,feature_317,feature_1615
1798,1,0.07263529,0.048069637,-0.16897634,-0.77530265,0.06391391,0.0497644,0.065560356,-0.041013554,-0.035125356,0.44938195,-0.14545602,-0.13120225,0.031075537,0.04813392,0.17546931,0.02145182,-0.035221413,-0.31029436,0.004856894,-0.20553859,0.000956773,0.09822904,-0.09892427,0.031125063,0.06607062,-0.01618329,0.0443864,0.24522011,0.22266963,0.017380951,0.07373037,-0.030816754,0.023585504,0.1854483,0.17225827,0.12785032,0.13061805,0.20652932,0.3531625,0.09750567,0.042351644,0.07381795,0.04775716,-0.122059725,-0.002749812,0.060723368,0.2077199,-0.018630248,0.15571809,-0.025354668,-0.025156956,-0.052085817,0.019205408,0.07282419,0.03692005,0.17601201,0.1423536,0.067674376,0.12222622,0.22375867,-0.03207634
1285,1,0.032035816,0.07859646,-0.3085861,-0.41862127,0.13142365,0.048469868,-0.0848627,-0.12853338,0.049684186,0.44291326,-0.09162792,-0.18689425,-0.061946735,-0.028947443,0.24623148,-0.04572474,0.0800307,0.4035648,0.13975099,-0.027346168,-0.123891726,-0.020566102,-0.03607569,0.09036526,0.21788232,-0.12384733,-0.09365733,0.10645926,0.6245401,-0.0737125,0.15931702,0.012165072,-0.20767428,-0.16244158,0.46187478,0.36442,-0.029795114,0.25655374,0.37617183,0.049206316,0.07614001,0.10840084,0.01159017,0.14173672,-0.011415267,0.61278313,-0.09146881,-0.116251364,0.41390714,0.023090854,0.19389594,0.040762663,-0.016121207,0.009357327,-0.05717691,0.06548876,0.30543,0.045295928,0.14122409,0.3070905,-0.008430758
833,4,-0.19869937,-0.21684127,-0.013058645,-0.6793714,0.006714151,-0.012221087,-0.014902503,0.23375174,0.056901574,0.37499657,0.1408777,0.057970427,-0.08663794,-0.07693903,0.10790485,0.02199346,-0.07466452,-0.36645263,0.127844,-0.12538426,0.012231052,-0.007776394,0.01756276,-0.050334718,-0.042026214,0.11607669,-0.034192633,-0.004760806,0.07976256,-0.020841718,-0.011533625,0.01268675,-0.21851018,0.38946182,0.099916436,0.3659643,0.16303694,0.028958831,0.22794414,0.011444954,-0.04526297,-0.008702743,0.024648003,0.10171098,-0.010610655,-0.42667416,-0.002023591,-0.002088602,-0.16550589,0.10249347,0.14428085,-0.007192309,-0.105845794,0.102333695,0.021802928,0.24881327,0.03302442,-0.07887426,0.04645394,0.29843906,0.051030226
2363,4,-0.21565242,0.08349957,0.21440825,-0.6305629,0.123969115,0.17309508,-0.014727457,-0.27519682,0.1238596,0.4545908,0.244692,0.3440517,0.06984516,0.16481665,0.41480562,-0.14806686,-0.10513349,0.049245384,0.21067007,-0.27619523,0.003050694,0.3934065,-0.082441226,0.122860484,-0.06501246,-0.05028463,0.004184242,0.13954785,0.5328162,-0.10655218,0.011243913,0.077338435,0.019125722,-0.36262137,0.16324404,0.32579705,-0.2870229,-0.14802152,0.47184137,0.064983934,-0.019961314,0.07704518,0.18161638,0.31038108,-0.026017006,-0.20925629,0.003911935,0.14582631,0.13273478,-0.17940669,-0.0217014,-0.04318126,0.08368372,-0.017948002,-0.05184406,-0.13405359,-0.026863227,0.2432045,0.13982621,0.034398474,0.20305859
1489,4,-0.17294511,-0.018171338,-0.19673955,-0.69543207,0.13154387,0.08312892,0.063366845,0.10113168,0.037747003,0.37309298,0.16604482,-0.06503197,0.002929638,-0.028891921,0.24222009,-0.021947253,-0.013332725,-0.18738538,0.12868921,-0.03677444,0.026384464,0.025091764,-0.041472066,0.116962254,-0.084415406,-0.019351065,-0.044165343,0.12661274,0.46608302,-0.014399951,0.039716274,0.038710367,-0.17327876,0.28169677,0.28873622,0.13289611,0.06281895,0.051645912,0.3183387,0.0243462,-0.019195685,0.080778174,-0.024807839,0.0929596,-0.062193368,0.108804844,0.010023336,-0.022530243,0.03680244,0.017363949,0.054432645,-0.025501482,-0.017596133,0.10725807,0.015839586,0.120633155,0.168916,0.00312923,0.09788966,0.10253214,-0.048015237
790,0,0.11899326,-0.003182605,0.08704572,-0.56985813,0.037052464,-0.025328603,0.10229682,0.002617753,0.08407394,0.34882218,0.122332506,0.26906916,-0.004251034,-0.094758496,-0.01986494,-0.009756198,0.015362391,-0.20669535,-0.13694683,-0.03100904,0.06428349,0.025561694,-0.026120406,0.16848263,0.005700442,0.026310302,0.018105526,0.19681193,0.3260324,-0.03973481,0.11708195,0.15075909,-0.104431756,0.05913406,0.007168147,0.003330233,0.3257599,0.18376014,0.496229,-0.059701715,0.061515074,-0.03913,0.22571655,-0.10884604,-0.034862567,0.07067133,0.087638125,-0.060613483,0.104255795,-0.022616223,0.24290283,0.022339815,0.05445309,-0.023425978,0.001052452,0.14824198,0.2404512,0.22220662,0.1280862,0.24814394,0.001498627
273,2,-0.14677313,0.036036212,-0.19585188,-0.41937515,0.00619945,0.08059602,-0.06599159,0.046490546,-0.030041773,0.38258502,-0.03837331,-0.18778253,0.10218519,-0.051863756,-0.29407412,0.07653185,0.052063923,0.024119332,-0.007023364,-0.227619,-0.21004035,-0.04673564,-0.09869714,0.029673044,-0.0241332,-0.06569894,-0.09207023,0.28362504,0.5298799,-0.005325133,0.10311017,0.05725519,-0.026972806,0.037244044,0.3212545,0.47873598,0.15497187,0.23698741,0.3058072,0.07102763,-0.047388017,0.036027018,0.014730602,-0.122229755,-0.080663525,0.52742934,0.19112659,-0.07381169,-0.15611954,0.021023655,0.08339382,-0.05810702,0.019501494,0.040472873,-0.12296074,-0.14052607,0.23911352,0.21455866,0.19047172,0.12921092,-0.08330193
981,6,-0.1307863,0.005739667,-0.15321183,-0.33531994,0.013246726,0.08033872,0.054300405,-0.018382724,-0.031076482,0.3626367,-0.07608871,-0.29387102,0.23905462,0.002849388,0.08471463,0.06006361,-0.00433567,0.17487648,0.092185944,-0.28099582,-0.06675166,0.08634985,-0.17151771,-0.002843466,-0.011651862,-0.030541262,0.017256668,0.23483545,0.44157732,-0.011760846,0.10189158,0.03138256,-0.112036705,-0.08327969,0.18690136,0.31343696,0.07852847,0.24954867,0.44462076,0.09206265,0.038496654,-0.058820408,0.07148583,-0.16325812,-0.022434173,0.39755538,0.03515758,-0.06268407,0.28848705,-0.046491157,0.092480645,0.032004416,0.06290349,0.042526763,-0.0715591,-0.000590579,0.13816606,0.16287631,0.25392088,0.09066667,0.001994499
393,1,-0.019949917,-0.13276064,-0.1378198,-0.7028385,0.10338775,-0.020144746,0.022787262,0.09408393,-0.020358358,0.49663877,-0.074877955,0.13719003,-0.0268523,-0.028552158,0.034561846,0.038319618,-0.07992294,-0.3896943,0.02241575,-0.036896724,-0.038305435,0.03863115,-0.0657796,0.037454307,0.013846694,0.0449214,-0.001943561,0.1150075,0.20291197,0.016612386,0.02849491,0.015995517,-0.1024346,0.2620464,0.116050854,0.08690013,0.1451777,-0.04282119,0.20867124,0.026016384,0.04346524,-0.025716502,0.10121803,0.004767027,-0.045689553,-0.12624733,0.1690063,-0.034991965,-0.09988365,-0.005473025,0.000661386,-0.060684234,-0.051941287,0.055724226,-0.013727947,0.19398394,0.17238423,0.093325965,0.07677296,0.27412784,-0.012429933
2250,2,-0.14251095,-0.06622692,-0.13555181,-0.7016267,0.011622409,0.033548877,0.05113191,0.07342473,0.102524795,0.42023686,0.12736735,-0.08114229,-0.035547744,0.025172818,0.15620679,-0.02187545,-0.049448427,-0.1778696,0.073217764,-0.056761127,-0.04815685,0.09796696,-0.10084099,-0.0765018,-0.09229974,-0.04808317,-0.02576243,0.16800676,0.2357599,-0.071324006,0.0665018,0.046897218,0.008894552,0.2434339,0.21755782,0.15285175,-0.004059215,0.09535122,0.40495738,0.13231236,0.012815196,0.04243863,0.029448928,0.0460625,-0.004799786,-0.09220664,0.06373179,0.041332863,0.14480327,-0.017361924,0.07475239,-0.04897475,-0.078555636,-0.005903223,-0.002685013,0.30155787,0.009013921,0.10218652,0.06665494,0.22321953,-0.07077518
372,4,-0.15930994,-0.17271861,-0.099734716,-0.7068764,0.11481327,-0.027250705,0.001685223,0.17594855,0.008236938,0.3490483,0.06805208,-0.082105555,-0.115651414,-0.061775718,0.1163365,0.01063877,-0.008654913,-0.35317287,0.0903851,-0.16215122,0.001027673,-0.012786152,-0.057767563,0.038334675,-0.07813297,0.054453406,-0.03580316,0.08223062,0.18981089,-0.021821816,0.01910475,0.000243781,-0.015139721,0.35003078,0.119302586,0.23841877,0.1104194,-0.10729638,0.19889273,-0.012714739,-0.007580543,0.010863398,-0.000124671,0.026656989,-0.07297191,-0.19035624,0.123816974,-0.021846252,0.08782962,0.088309385,-0.029382233,-0.02013602,-0.086369775,0.05838731,0.014991978,0.28121808,0.02565124,0.13624212,0.0662356,0.2979453,0.030347787
2344,4,-0.18072967,0.013873419,-0.06887687,-0.4146241,0.11457602,0.08423501,-0.006489763,0.089303255,-0.06458934,0.42531002,-0.046324436,-0.16827184,0.3091814,-0.013806453,0.12393113,0.041211743,-0.015037383,-0.031005798,0.2173619,-0.3506514,-0.038976375,-0.022454493,-0.192104,0.020937875,0.004905462,-0.030793395,0.021296352,0.19336075,0.48322916,-0.006578901,0.13364075,0.12714699,-0.13345161,-0.1053522,0.10215806,0.4493087,0.24167083,0.31692934,0.255976,0.07196954,0.01988833,-0.011194937,0.0725366,-0.13482177,-0.0197966,0.45003197,0.15184413,-0.022022044,0.1805021,-0.08292133,-0.010188749,-0.040242538,0.04375332,-0.038327336,-0.06988809,0.10449207,0.23775223,0.14569539,0.09233936,0.18385889,0.010235594
621,7,-0.06174526,-0.062172946,-0.13801163,-0.43275705,0.12676717,0.004570065,-0.07409403,0.01178685,-0.040968113,0.2591897,-0.083802134,-0.2624819,-0.01534808,-0.005553643,-0.11094096,-0.06865196,-0.0860718,-0.28689453,0.111557186,-0.22369541,-0.046684477,-0.13810833,-0.19342749,-0.021562742,-0.14119314,0.103335045,-0.10985979,-0.12999475,0.309144,-0.038661506,0.13271058,0.09300201,-0.33031005,0.4815572,0.1627097,0.2752418,0.13402702,0.18545465,0.22792462,-0.034330927,-0.011670339,0.053536136,-0.003818914,0.24220894,0.004876168,0.03607144,0.05354135,-0.07989968,0.15629093,-0.05407936,0.04527696,0.014248319,-0.021089159,0.05877746,-0.0545406,0.34400663,-0.087580085,0.1027905,-0.1804072,0.3881128,-0.067564555
2454,6,-0.07088385,0.016316092,-0.13996525,-0.7023389,0.022361143,-0.046388816,0.044844728,-0.013264251,0.009261042,0.3202023,-0.058900926,-0.5566689,0.11369356,0.020599376,0.1529726,0.09948304,-0.005662489,-0.23256631,0.12970799,-0.09430939,-0.09119438,0.06395222,-0.055979375,0.03167838,0.108064845,-0.106141336,-0.04410881,0.07408674,0.25004116,-0.049888164,0.060577873,0.052150898,-0.28592226,0.17127024,0.25543338,0.10421665,0.06923978,0.23845921,0.33418852,0.052750595,0.08574581,-0.008821189,0.06637673,-0.087930165,-0.034189336,0.22415943,0.06332938,-0.011303965,0.23456389,0.023805862,0.009836324,-0.129453,0.040450573,0.016463747,-0.031358898,0.3338679,0.09436593,0.19806498,0.23329903,0.12845428,0.017369114
1188,1,-0.23097314,-0.00382892,-0.17688994,-0.7110638,0.062431395,0.057629414,-0.013464523,-0.01771669,0.041235916,0.22747318,0.115017615,-0.21846862,0.082221664,0.08205617,0.14454071,-0.051444378,0.005872385,-0.020771516,0.18942013,-0.18588832,-0.07727171,0.09689591,-0.077766374,0.025271518,-0.060805675,-0.028987996,-0.09328628,0.1590606,0.4785018,-0.026954371,0.10763476,0.016168289,-0.28825802,0.18359767,0.29143524,0.47826815,0.08618619,0.22215717,0.25199825,-0.000963,-0.03406223,0.045264658,0.018884344,0.03757392,0.030408997,0.14794682,0.005685426,-0.062460676,-0.020403348,-0.08246865,0.08515639,-0.0920434,-0.07931786,-0.003317824,0.049989484,0.023973066,0.21621296,0.06670077,0.13423502,0.09872245,-0.023987826
825,1,-0.089342944,0.03532971,-0.23670174,-0.6583533,-0.024484936,0.035110768,0.12862848,0.067556806,0.0486914,0.37151682,0.02644153,-0.25795567,-0.025427649,0.04247773,0.114764854,0.026887383,-0.057883196,-0.19792953,0.036979783,-0.15609266,-0.12944233,0.103482686,-0.13400789,-0.13974097,-0.05723463,0.002690953,0.12339191,0.21661693,0.51483214,-0.009041778,0.042357154,0.030463224,-0.008359387,0.20959745,0.19649105,0.16191015,0.029247532,0.232116,0.45516574,0.17545265,0.062020194,-0.02450641,0.04350314,-0.005550133,-0.110964894,0.475049,0.15148886,-0.033387624,0.17440638,-0.07095184,0.059682414,0.11124458,-0.11811493,0.044120003,0.000434613,0.09128339,0.10230473,0.13336346,0.22344725,0.17986204,-0.06918338
2303,1,-0.21977843,-0.07345524,-0.16266894,-0.54661345,0.074111484,0.02812888,-0.009876951,0.05734211,-0.08426943,0.3472386,0.08614018,-0.18200915,0.20003256,-0.05718341,0.030254943,-0.006430992,-0.060565267,-0.0816979,0.20371008,-0.32078046,-0.07734394,-1.93E-05,-0.05520439,0.05687875,-0.1425673,0.030670665,-0.013373922,0.031125247,0.3813071,0.030520186,0.078819945,0.1635936,-0.10609157,0.12943986,0.22449525,0.37237656,0.18778805,0.15780725,0.3220722,-0.016812474,0.019730998,-0.05803777,-0.046273805,-0.002148897,-0.08210898,0.084583916,0.001679355,-0.044176072,0.16445613,0.04521954,0.08385197,-0.019697491,-0.029353615,0.099378444,-0.04523733,-0.08714761,0.14111407,0.07224437,0.14156947,0.16749538,-0.059220385
1519,1,0.104306884,-0.030229641,-0.071779534,-0.7074919,0.06424143,0.054454915,0.040806055,0.14190482,0.012003946,0.48783392,-0.107718915,-0.04349761,0.04786945,-0.001107292,-0.09382054,0.037482545,-0.074165374,-0.31753257,-0.028204277,0.023104459,0.012881951,0.066063665,-0.01490917,0.09420745,0.0428949,0.027581189,0.023624735,0.015621142,0.42906317,0.018095601,0.033998877,0.03483434,-0.20881812,0.39749476,0.15140967,-0.020486377,0.14908284,0.061006233,0.3226683,0.034459695,0.065930665,0.02458418,0.1025638,-0.0447287,0.025601193,0.12428054,0.03350561,0.01250698,-0.10062205,-0.001227397,0.09552423,-0.00529653,0.026102582,0.07750859,-0.021640379,0.2866658,0.063617095,0.10894415,0.20393567,0.35866952,-0.033208646
1516,2,-0.28253102,0.063206166,-0.18252209,-0.40172234,0.062887944,0.13412718,0.044368785,-0.043530256,0.04475226,0.3775211,0.0744583,-0.13185139,0.20041394,-0.18420878,0.18111378,0.036287416,0.005127033,-0.009421653,0.15680635,-0.16520098,-0.10991883,0.112222254,-0.11545165,0.17863104,-0.054363996,0.031137817,-0.09453084,0.24879679,0.5691063,-0.03191317,0.19192012,0.10073518,-0.09869169,-0.18929581,0.26460332,0.50278443,0.2401903,0.33298993,0.27950558,-0.029341314,0.018045124,-0.0430309,-0.0664511,0.093177766,-0.11362215,0.4069657,-0.11443081,-0.059893016,-0.000475507,-0.023425577,0.094704315,-0.016340204,0.023996059,0.009728612,-0.08077564,-0.27435327,0.31252718,0.057343625,0.23705304,0.09383217,-0.06429715
538,7,-0.025699163,-0.3086002,0.2270524,-0.5553321,0.058098085,-0.025035555,-0.05923022,0.027000125,0.112560146,0.37633485,0.010266125,-0.088407844,-0.08963622,0.07925192,0.10454313,-0.04473356,-0.037351944,-0.27625343,-0.083561614,0.12058158,0.014712689,0.031738244,-0.010750933,-0.10189745,0.025742846,0.20965186,-0.022156486,-0.028154809,-0.24720623,-0.004410387,-0.020344129,-0.01884517,-0.29074964,0.5293673,0.1402354,0.1039369,0.041423336,0.049960952,0.26339093,0.027073158,0.060709897,0.015508138,0.056466274,0.11273152,0.026622016,-0.35854903,0.08476193,-0.03861508,-0.23373027,0.012313518,0.24048258,-0.104581356,-0.10895041,0.0390155,0.02549748,0.4766046,-0.070126824,0.11622559,-0.124415174,0.4635169,-0.035224013
1044,4,-0.07499765,-0.2842697,0.07992579,-0.5722804,0.08221689,-0.058686424,-0.11150407,0.17468494,0.038050763,0.41161287,0.031079648,0.16631407,-0.000939741,-0.069680505,0.0701187,-0.003625962,-0.05994396,-0.37536058,0.05535463,-0.035487093,-0.041901812,-0.001785649,-0.039536443,0.044841077,0.014830668,0.22734816,-0.029145537,-0.03429139,-0.08837211,0.02932858,-0.006995115,0.021112137,-0.2268842,0.4878152,0.113368094,0.23438142,0.16061829,0.058018696,0.17223334,0.007243731,-0.016834468,0.00734921,-0.010671485,0.14306132,0.028291333,-0.29939145,-0.008504045,-0.018373463,-0.053441256,0.09875673,0.29464307,-0.11104124,-0.1150893,0.04355048,0.013866542,0.38811222,-0.06642427,-0.14956959,-0.07792345,0.5036706,0.07663389
2002,4,-0.20250456,-0.17549486,-0.008286848,-0.69667995,0.06757254,-0.014027826,0.01399769,0.15836692,0.01524323,0.3822251,0.08326702,-0.045123585,-0.10446369,-0.09574291,0.2316193,0.000892754,-0.04732039,-0.3637255,0.20609643,-0.15165871,-0.052040633,-0.022038577,-0.007858755,-0.008557471,-0.06271013,0.0317287,-0.016735926,0.081385426,0.20751296,-0.006190101,0.02581754,0.033748075,-0.22667491,0.31191322,0.09888236,0.2734361,0.15084603,0.06790245,0.18444082,0.004242534,-0.004293879,0.009378322,0.02169169,0.072302654,-0.030872375,-0.35710526,0.07739943,-0.016498389,0.012913121,0.10505934,0.047476694,-0.08547649,-0.070135884,0.06925497,0.008123917,0.2718347,0.11180215,-0.06528428,0.060411878,0.21008924,0.01637233
480,4,-0.20125045,-0.07476111,-0.117049865,-0.68531346,0.106255054,0.014722019,0.03857917,0.2055462,0.047118854,0.353202,0.16456267,-0.068741195,-0.08417242,-0.027165104,0.26886454,-0.01390217,-0.049479686,-0.2710464,0.16116624,-0.049008593,-0.022372957,0.000732589,-0.033561,0.08797779,-0.02275437,-0.027783368,-0.02863205,0.09397335,0.46690905,-0.014117017,0.04431083,0.038192913,-0.1801619,0.31640905,0.21255893,0.19157133,0.033241916,0.1008781,0.37598744,0.0160474,-0.013674554,0.101672865,0.07550689,0.159011,-0.014826116,0.11840424,0.06830222,-0.013719455,0.24221784,0.03521442,-9.79E-05,-0.07710622,-0.101431265,0.039602354,0.012055634,0.25358075,0.1323092,0.08138294,0.11160665,0.14311701,0.004923467
