filename,label,feature_1646,feature_3311,feature_823,feature_2622,feature_2571,feature_1790,feature_3254,feature_1044,feature_1618,feature_988,feature_527,feature_654,feature_1074,feature_1275,feature_110,feature_1627,feature_3206,feature_2105,feature_1837,feature_2019,feature_1544,feature_1613,feature_1629,feature_616,feature_1574,feature_3248,feature_1715,feature_1639,feature_792,feature_2758,feature_1538,feature_1572,feature_632,feature_1464,feature_1898,feature_1029,feature_1471,feature_720,feature_257,feature_1682,feature_1683,feature_1638,feature_1674,feature_1175,feature_3788,feature_244,feature_1232,feature_3806,feature_1995,feature_1577,feature_613,feature_2099,feature_3750,feature_3801,feature_2644,feature_1375,feature_2133,feature_666,feature_750,feature_317,feature_1615
11,0,-0.29920927,0.17803575,0.024909517,-0.6595826,0.016940298,0.1480695,0.044714354,-0.318047,0.112911135,0.30719888,0.06281748,-0.09996226,0.07361305,0.072130784,0.35529357,-0.22573471,0.099659435,0.46274182,0.4728391,-0.20973307,0.12863901,0.15683755,-0.007004809,-0.098572545,0.008377454,-0.17894913,-0.1536305,0.10391897,0.29617095,0.07945385,0.11849684,-0.11882981,-0.34434518,-0.12427665,0.28657576,0.5327671,-0.29647428,0.08813851,0.3434923,-0.11817315,-0.086781524,0.001212247,-0.12076893,0.16531722,0.15330075,-0.24174258,-0.12270027,-0.062107984,0.079413265,-0.022506664,-0.12452947,-0.25601894,-0.1513319,0.018663898,0.003002958,0.19379848,0.15591118,0.16100235,0.12609631,0.16540296,-0.03550401
12,0,-0.00807474,0.05766638,-0.18672004,-0.56550664,0.06537492,-0.0936877,-0.09914167,0.024913074,0.07315696,0.40913165,-0.04342223,-0.3007664,0.032296125,0.107575834,0.18831345,-0.016350288,-0.021921258,0.13256276,0.048040695,-0.119448245,0.016165402,0.05964968,-0.009187011,0.06289351,0.038557354,-0.10156287,-0.077042274,0.17949961,0.39889657,-0.06683486,0.01906201,0.07716346,-0.120305546,0.23545705,0.30156645,0.032495912,0.08690184,0.08054089,0.2873179,0.07187044,0.0604372,0.09044716,0.12850149,0.10990765,0.022262031,0.27117908,0.007904901,0.010557096,0.42852333,0.014687856,0.02174277,0.032518335,-0.04664388,0.03229599,-0.07561355,0.11825796,0.14479433,0.09069667,0.07619123,0.2162845,0.062318586
13,1,-0.23563235,-0.027537733,-0.11187221,-0.2594168,0.09327568,0.083943345,-0.08637024,0.20946114,-0.08560986,0.4593354,0.07060328,0.023013404,0.16943933,-0.1720183,0.24877533,0.051905748,-0.110860914,-0.17182554,0.29531598,-0.30410978,-0.17246988,-0.025080109,-0.11605077,0.18300423,0.098507114,0.13682833,0.05972672,-0.06662515,0.3156739,0.02894326,0.037504714,0.020824874,-0.09801186,-0.046894882,0.105498575,0.28265023,0.16625899,0.24702466,0.14416882,0.009352061,-0.003602923,0.020628676,0.06471445,0.02083559,-0.03985951,-0.10145711,-0.0760221,-0.017807003,0.48441365,0.068630636,0.07596273,-0.010489936,-0.059194926,-0.054721847,-0.07039038,0.13524199,0.13511269,-0.14284343,0.17920949,0.27871194,0.11109051
14,0,-0.24375889,-0.09082194,-0.16029306,-0.5870324,0.056169763,0.1577332,0.035791986,-0.1686233,0.093824506,0.37845722,0.15699135,-0.26749125,0.010824036,0.052258812,0.15422413,-0.022561891,-0.08090497,-0.11844899,0.1677193,-0.23888864,-0.040230148,0.11337804,0.060187582,0.13481206,-0.0731508,0.046171524,0.02452503,0.26871803,0.60415405,-0.086647324,-0.011126526,0.09022163,-0.059957966,-0.06716086,0.29356647,0.48935607,-0.2191072,0.14735232,0.37553737,0.10977563,-0.004284791,-0.016452184,-0.052984964,0.020089539,-0.0924872,0.20195122,0.12611064,0.046485174,-0.03519585,-0.05383389,0.015935052,-0.003267116,-0.030353114,-0.11404858,-0.03415531,-0.08214856,0.14839022,0.27598846,0.21019453,0.12579934,-0.027195282
15,4,0.076056905,-0.052178316,-0.3574594,-0.45356837,0.07877461,-0.023224425,0.010335323,0.017411033,0.084142365,0.66878605,-0.05948492,-0.77774507,0.03297599,0.008593325,0.17400943,0.027079383,0.10943445,0.12427455,-0.11094353,0.15705898,0.051463056,0.13394977,-0.068837464,0.24245329,-0.08979429,-0.023750309,0.007395905,-0.10654488,0.74154365,-0.06870336,-0.020743296,0.18736233,-0.4291009,0.28298652,0.36454004,0.17011705,0.14239067,0.004301454,0.2867348,0.12416296,-0.004707832,0.23683585,0.019175196,0.2446285,-0.05710585,0.8415067,0.07948553,0.005695395,0.73760015,-0.024166042,0.2617476,0.07587345,-0.038564324,0.028776186,-0.05153599,0.40761292,0.055839956,0.015824182,-0.033988636,0.62586147,0.121018484
16,4,0.055194534,-0.05241211,-0.26899627,-0.35378465,0.06283811,-0.025809158,-0.03015758,0.06640551,0.15382355,0.6156616,0.007295527,-0.6474846,-0.00287434,0.046086997,0.28507727,-0.021303484,0.051880926,0.15238976,0.02806227,0.218256,0.021179032,0.1829327,-0.113258,0.1767306,0.013545096,0.06466861,0.08535467,-0.09400069,0.68226594,-0.030372614,-0.06599308,0.13337734,-0.37394124,0.38282457,0.30085045,0.08504824,0.080886334,0.07027313,0.26185143,0.08601617,-0.00936564,0.25683442,-0.038073286,0.23968734,0.019793818,0.7341687,0.14393246,0.07365819,0.6435691,-0.068453714,0.1892569,0.13495958,-0.060453694,0.069045745,-0.027093126,0.47434276,0.10600238,0.055839002,0.003807925,0.56630576,0.04219132
17,1,-0.098463915,0.094667524,-0.20380867,-0.736829,-0.026870113,0.037295174,0.031492773,-0.12043543,0.05842465,0.3536018,0.04368064,-0.28105775,0.046152055,0.116654545,0.15672894,0.004800752,0.050324354,-0.12460794,0.14771663,-0.18794076,-0.004300668,0.021966968,-0.06422734,0.03599291,-0.004300801,-0.086211,-0.0678161,0.105372615,0.36511695,-0.058918156,0.07762717,0.013617426,-0.14250846,0.079376,0.266268,0.26222238,-0.09658158,-0.052908674,0.3442567,0.06911773,-0.008619608,0.07832227,0.074455425,-0.013454456,-0.001448824,0.015633674,0.16770944,0.002051839,0.07078969,-0.05889706,-0.004044395,-0.08073479,0.00968353,0.06854528,-0.027056746,-0.02527032,0.15281746,0.2485301,0.09124706,0.15054914,-0.032388538
18,1,-0.021367934,-0.08168568,0.105522916,-0.7353799,0.027907122,-0.002829984,0.06829848,0.1471581,0.1349609,0.22675245,0.071224265,0.04519166,-0.1144082,0.06319148,0.22206266,0.054571055,-0.11147404,-0.3308251,-0.042596683,0.07463813,-0.095617555,0.090834945,-0.097637996,-0.07180492,0.041071154,0.026775563,0.02424616,0.15334947,0.09041442,0.013923875,0.09451009,-0.024633339,-0.10515213,0.40133122,0.21133856,0.094431944,-0.03663358,-0.004494313,0.3186727,0.15987802,0.06334144,-0.021980908,0.11610864,0.07685276,-0.13224693,-0.21932684,0.12098506,-0.02334563,0.109385066,-0.06170301,0.07880845,-0.039454017,-0.07958735,0.03638138,-0.04368538,0.3623482,-0.06431606,0.23660581,0.054403644,0.2667891,-0.023895442
19,3,-0.03195142,0.10700287,-0.25914577,-0.7024037,-0.046180923,0.11944821,0.08300037,-0.12076664,0.10826251,0.33251345,0.000755604,-0.34074998,0.024053803,0.055728525,0.09080229,-0.003722669,0.09694321,-0.048587542,-0.048222825,-0.22581619,-0.074317805,0.09946181,-0.060639776,0.07794871,-0.07304397,0.06414689,0.061738692,0.17822316,0.6129693,-0.09474099,0.08325518,0.10073278,-0.14556184,0.116397515,0.31706223,0.3911575,-0.077228494,0.10685658,0.46055734,0.14788008,-0.002200492,0.09934341,-0.01269644,-0.022117214,-0.047865197,0.20724423,0.13687225,0.021837411,0.000725005,-0.13877688,0.058046065,0.028798535,-0.007892736,0.058574714,-0.001886844,-0.22027875,0.108811975,0.24506758,0.24870099,0.18809064,-0.019025251
20,4,0.061143864,-0.092732854,-0.21521948,-0.45511165,0.018414237,0.017010378,0.003609686,0.040279023,0.16548374,0.58273625,0.047257658,-0.66437894,-0.025709173,0.10907713,0.27953255,-0.012979079,0.024392152,0.18696167,0.002262258,0.2005376,0.02021337,0.13067828,-0.03334497,0.17389362,0.018642573,0.049107973,0.0696131,-0.08702388,0.60125965,-0.03141582,0.004830816,0.11058637,-0.41872582,0.29260856,0.33506644,0.06841952,0.0634245,0.04901491,0.29881516,0.0698889,0.018625593,0.26304814,-0.011515111,0.30540615,-0.10724153,0.54307944,0.10845452,0.001238404,0.5774653,-0.059382275,0.19477628,0.05884485,-0.048380326,0.008022096,-0.059364915,0.46153352,0.15022467,0.05552163,-0.006985047,0.50891274,0.06550216
21,4,0.022377215,0.07502183,-0.32147032,-0.51198626,0.047605462,0.042086888,0.04149292,-0.053524833,0.14072567,0.5697309,0.04240419,-0.6314384,0.1048663,0.06444908,0.19435209,-0.04477863,0.043722156,0.21534671,-0.047120888,0.12029432,-0.07235136,0.11536786,-0.10580268,0.099266,-0.1042317,-0.01630529,-0.0332689,-0.12587044,0.6648636,-0.063145936,0.052105777,0.13820855,-0.39643738,0.26294106,0.4211533,0.24337344,0.09865598,0.0548468,0.3609336,0.081090376,-0.004864224,0.22472887,0.010455376,0.2013214,0.06542216,0.7470718,0.012882476,-0.050028108,0.60489666,-0.059266374,0.20897618,0.099201106,-0.045368716,0.06472976,-0.07904407,0.13546552,0.13484117,-0.024243483,0.11016958,0.4563593,0.06127745
22,3,-0.22668672,-0.07225898,-0.20802447,-0.5857673,0.044049162,0.16400467,0.017974434,-0.19369133,0.09062143,0.31634092,0.1406688,-0.19294366,0.12609598,-0.03401942,0.23671973,-0.031134188,-0.025400093,0.009127067,0.032714136,-0.17028055,-0.05962948,0.08528236,0.01638465,0.1731198,-0.061681934,-0.007611708,-0.027703304,0.22802688,0.5947026,-0.08118721,0.023428803,0.1343673,-0.11712441,-0.1386689,0.37144104,0.46185315,-0.13112877,0.26987612,0.32385597,0.0935833,-0.056552377,-0.013510886,-0.03762898,0.17348002,-0.11029204,0.39147156,0.006928312,-0.039887637,0.06646974,-0.07680592,0.13940583,-0.0551202,-0.02813957,0.005109109,-0.007532829,-0.24625276,0.2153432,0.2065056,0.16820268,0.15030988,-0.07581693
23,2,-0.13604552,-0.04489175,0.00790784,-0.29661644,0.06047908,-0.010886877,-0.020818058,0.1284209,-0.035793014,0.42518178,0.000845127,-0.068527564,0.24072902,-0.12051592,0.14505863,0.008906557,0.022813257,0.029786693,0.22253978,-0.19405161,-0.1905683,-0.071390964,-0.15187155,0.09680213,0.053255383,0.003072811,0.001255584,-0.011512991,0.27965102,-0.01989788,0.08946326,0.018670915,-0.18432853,0.10619563,0.11294379,0.17329073,0.09991423,0.11334483,0.26980796,0.038831547,0.008068995,0.030808786,0.037540503,-0.004502292,0.04871828,-0.025191758,0.034348752,-0.047900468,0.3785952,-0.010207649,0.00980625,-0.103746556,-0.051262096,0.007951245,-0.044830356,0.28607553,0.22544785,0.025952578,0.1919646,0.3121248,-0.001789411
24,1,0.004044551,-0.010920529,-0.17454357,-0.6890984,-0.10378299,0.061498564,0.0312524,-0.07172897,0.05354781,0.42708057,-0.13369937,-0.35273147,-0.03037617,0.09795861,0.096024066,-0.016617969,0.012565461,-0.15894952,0.14279212,-0.37288883,-0.06566274,0.096404195,-0.12889697,-0.020728644,-0.062495172,0.11065616,0.060705148,0.17700039,0.45885468,-0.013505746,0.11450147,0.029930774,-0.056314286,-0.08594575,0.24788499,0.38290092,-0.0904562,0.049425624,0.4077474,0.1150648,0.04613218,0.05824551,0.043897986,-0.042466585,-0.058038317,0.16430257,0.32171094,0.07373021,0.33506343,-0.140854,-0.08979371,0.040335394,0.03318154,-0.04777983,-0.04523464,0.023558043,0.006743216,0.2934922,0.080291994,0.16518217,0.060739964
25,4,0.12101545,0.27380866,-0.23141639,-0.5717473,-0.023610404,0.024250647,0.031911027,-0.1654478,-0.003645906,0.53393656,-0.04329783,-0.49375445,0.08231518,-0.08808608,0.08361069,0.05537222,0.06405972,0.17707554,-0.26251915,0.05790326,0.08077534,0.059304204,-0.18401189,0.09475048,-0.12279237,-0.26611307,-0.03419627,0.03999939,0.57978064,-0.03949534,0.15807384,0.21039285,-0.2594567,0.13174154,0.27469245,0.36774746,0.12474826,0.23803109,0.5160379,0.07786903,-0.032761127,0.17609526,0.19372399,0.21392106,0.05229721,0.74801433,-0.011197853,0.02264263,0.6868696,-0.09348979,0.22947158,0.27252856,-0.12306891,0.07373107,0.048058268,0.24732108,0.21568695,0.12226902,0.07432236,0.33360925,0.047525506
26,1,-0.1579055,-0.08730145,-0.014869439,-0.22982278,0.11740056,0.091578886,-0.045218155,0.024183068,0.116044134,0.5146514,0.05935255,0.18342158,0.19994962,-0.05041726,0.066444635,-0.039160505,-0.043811478,0.17243356,0.2780929,-0.11383761,0.02684658,0.13632709,0.07924514,0.044740047,0.08931469,0.06763491,-0.093281806,0.03812382,0.2284907,0.034599427,0.007278285,0.11312079,-0.11426022,0.07332651,0.06341213,0.44410032,0.14642906,0.11402312,0.08252159,0.047176454,-0.030052204,-0.017593758,-0.010240166,0.08835808,-0.034351565,-0.1465874,-0.15790635,-0.054250937,-0.09000057,-0.025586871,0.06492873,0.021002421,0.04691421,-0.017577909,-0.08846002,0.20330468,0.17488597,-0.14558034,0.14323808,0.43161333,0.11711271
27,1,-0.050775133,-0.109412976,0.05800652,-0.75965595,-0.041054364,0.0432463,0.10280545,-0.2037926,0.0907595,0.26129395,0.12399509,-0.06118224,0.05941507,0.04308948,0.25603104,-0.036817905,-0.014315954,-0.21757707,0.15527542,-0.1315573,-0.08023251,0.11688484,0.040830594,0.13904092,0.005966075,-0.13952237,0.044292405,0.13085416,0.40166852,-0.10628124,-0.052674234,0.088346705,-0.1171264,-0.19139752,0.19491677,0.22627175,-0.17417881,-0.062195595,0.4684894,0.11064639,-0.042618986,0.023890983,0.12944527,0.1778684,-0.068956316,-0.30436367,0.10042616,0.025007164,0.18711938,-0.0439767,0.14734621,-0.24021329,0.017209442,-0.040556673,0.024207072,-0.10762365,0.11007877,0.37743407,0.26520148,0.1815552,-0.031285208
28,5,-0.37283164,0.1245537,-0.08544413,-0.5967816,0.0629866,0.17063501,-0.06764929,-0.19479486,0.14606604,0.18003537,0.10101608,-0.13957193,-0.0532576,0.059895396,0.11616798,-0.19174846,0.02495779,0.36190647,0.57854456,-0.26314637,-0.037297122,0.15754752,0.06630575,-0.020203004,0.035279635,-0.054991342,-0.32294443,0.07252264,0.46058315,0.116349146,0.10573229,-0.04829649,-0.3155318,0.12251523,0.37510344,0.675026,0.019533852,0.28150472,0.39533547,0.011221115,0.083817475,-0.092189156,0.013406999,-0.05982436,0.04545194,0.31638527,-0.2284272,-0.09158328,-0.08367961,0.08446047,0.12400829,-0.137651,-0.07490109,-0.0469367,-0.000222327,0.050574385,0.18824852,-0.00181788,0.071094126,0.14019243,0.06560565
29,4,0.000233296,-0.04764397,-0.3329792,-0.48788112,0.098796695,0.030409282,-0.0380255,-0.09843045,0.037454475,0.5650845,-0.12992159,-0.5664114,0.09242053,0.013107121,0.27573946,-0.055048123,0.050957203,0.20786157,0.012642922,0.1285385,0.04344001,0.110673726,-0.11792602,0.090242445,-0.023667544,0.013032553,0.035477135,-0.044766624,0.6711471,-0.048964128,0.12287312,0.11908321,-0.3481974,0.15025984,0.33277443,0.27685156,0.072238676,0.117450275,0.35891894,0.082598306,0.034615014,0.13805184,-0.028480558,0.22688524,-0.04708883,0.6976998,0.05615832,-0.0530741,0.616823,-0.058043413,0.15358728,0.075462915,-0.07182423,0.014442825,-0.06988943,0.36225554,0.109638646,0.10283153,0.120663084,0.44027418,0.06121114
30,1,-0.17650014,0.02041925,-0.00510795,-0.25266725,0.09954642,0.09723467,-0.04420267,0.17519458,-0.002411476,0.3442438,0.10117926,-0.022084901,0.15422617,-0.06366137,0.030084584,0.047563195,0.032646924,-0.05154417,0.17966601,-0.12537949,-0.11938688,-0.001240521,-0.1697619,0.12242977,0.006541021,0.035213552,0.027229344,-0.011516348,0.23360063,-0.044550177,0.103928864,0.05086427,-0.15616687,0.058419038,0.092037715,0.2867893,0.021637859,0.24167763,0.3512711,0.025642214,-0.103281915,-0.040206816,0.118182935,-0.022580713,0.009540332,-0.043695793,-0.12141924,-0.057276875,0.30028847,0.03361929,0.18161966,-0.031736143,-0.087818794,-0.07806505,-0.02972283,0.34272563,0.13182266,-0.0186455,0.16230069,0.122275606,0.021673508
31,7,-0.19685358,-0.04538705,-0.19767128,-0.6323489,-0.016013063,0.109158,0.07119347,-0.17391294,0.07858447,0.3118125,0.14275828,-0.17256513,0.07436279,-0.009900847,0.12537692,-0.022086237,0.009524271,-0.12472377,0.001316237,-0.2674098,-0.07898951,0.090554364,0.015707195,0.13367857,-0.08135729,-0.08215779,-0.032842737,0.197966,0.62807673,-0.072906405,0.044282503,0.16132483,-0.07891421,-0.049313754,0.32240444,0.50899935,-0.07759518,0.11915259,0.44073468,0.103372514,-0.044280134,0.02601706,-0.008390988,-0.003046909,-0.010887348,0.19589753,-0.011538141,-0.03736368,-0.1481846,-0.046565108,0.05853469,-0.11162951,0.063744396,-0.08247552,0.007164159,-0.28278267,0.16427316,0.14974396,0.20027833,0.13022378,9.94E-05
32,5,0.06797453,0.074153975,-0.21575704,-0.6575783,-0.006759803,0.13990742,0.047765132,0.10427402,0.12815234,0.2883278,-0.105265334,0.08001019,-0.002766006,0.027474793,0.24704845,0.0798008,-0.029904772,-0.17386538,0.048877444,0.05446971,-0.0584879,0.16239396,-0.08110722,0.039575357,0.119672395,0.021632683,0.0766216,0.15845764,0.49143788,0.030978678,0.057607308,-0.10805904,-0.14765316,0.259444,0.20700091,0.23503584,-0.019407848,0.33294702,0.37910464,0.17015545,0.11296801,-0.055524446,0.042332474,0.112658866,-0.048080485,0.48164085,-0.01988691,-0.028982079,0.23682958,-0.1574484,0.21558478,0.0605109,-0.020601157,-0.020315383,-0.016112378,0.16899104,-0.052213468,0.24003932,0.21118312,0.1582242,-0.018014101
33,1,-0.027998779,0.037233263,0.021015607,-0.6374397,0.002768884,0.10563004,-0.001411452,0.060956378,0.07822365,0.22652689,0.05465103,0.08452257,-0.007300351,0.018546093,0.21227783,0.001804182,0.06689582,-0.13002503,0.10773874,-0.04976411,-0.075836524,0.10788182,-0.036815137,0.087008104,0.062209256,0.026052449,0.029420711,0.13242283,0.53442824,0.006733982,0.0655383,-0.03905958,-0.1932755,0.26423764,0.19842732,0.25008997,0.05075523,0.36737344,0.43825904,0.11195244,0.020569237,0.028347066,0.08888851,0.1291761,-0.042522024,0.22223352,0.085640736,-0.03980718,-0.103531785,-0.13252793,0.2668266,-0.03335306,-0.017485732,0.039814793,-0.03239303,0.10074189,0.062160864,0.19724275,0.20770672,0.19278045,-0.107078195
